,Year_sold,PARCEL,SequenceNum,SaleDate,SalePrice,PrPerSqFt,p_Cat,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,Map,GISACRES,LON,LAT,URL,URL2,ZIP
462,2019,305081300,20191000382,201903,270000,121.0762332,12,2230,2014,1,2,0,205055,205055,215308,20140530,http://www.asr.pima.gov/ParcelData/Map/Arm/MP64/64026.PDF,0.13076399,-110.7279441,32.06148507,www.tucsonaz.gov/pro/pdsd/parcel_search/305081300,http://gis.pima.gov/maps/detail.cfm?p=305081300,85641
463,2019,305080840,20191260513,201904,276000,106.1130334,10,2601,2008,1,2,0,203979,203979,214178,20080815,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59072_01.PDF,0.113633,-110.7265273,32.0610752,www.tucsonaz.gov/pro/pdsd/parcel_search/305080840,http://gis.pima.gov/maps/detail.cfm?p=305080840,85641
464,2019,305080780,20191640081,201904,229500,113.4453782,11,2023,2007,1,2,0,169208,169208,177668,20071029,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59072_01.PDF,0.113632,-110.7263825,32.06077271,www.tucsonaz.gov/pro/pdsd/parcel_search/305080780,http://gis.pima.gov/maps/detail.cfm?p=305080780,85641
465,2019,305080760,20190510168,201902,217000,136.5638767,13,1589,2008,1,2,0,155729,155729,163515,20080313,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59072_01.PDF,0.113632,-110.726673,32.060773,www.tucsonaz.gov/pro/pdsd/parcel_search/305080760,http://gis.pima.gov/maps/detail.cfm?p=305080760,85641
466,2019,305080450,20191060422,201903,293000,112.6489812,11,2601,2007,1,2,450,228419,228419,239840,20070625,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59072_02.PDF,0.13742,-110.7267829,32.05923831,www.tucsonaz.gov/pro/pdsd/parcel_search/305080450,http://gis.pima.gov/maps/detail.cfm?p=305080450,85641
467,2019,30508040A,20191410154,201904,270000,103.8062284,10,2601,2006,1,2,0,207041,207041,217393,20120130,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59072_02.PDF,0.15414301,-110.7261618,32.05887197,www.tucsonaz.gov/pro/pdsd/parcel_search/30508040A,http://gis.pima.gov/maps/detail.cfm?p=30508040A,85641
468,2019,305080310,20190020405,201901,196000,123.3480176,12,1589,2007,1,2,0,155044,155044,162796,20080123,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59072_02.PDF,0.113632,-110.7256362,32.05953927,www.tucsonaz.gov/pro/pdsd/parcel_search/305080310,http://gis.pima.gov/maps/detail.cfm?p=305080310,85641
469,2019,305080280,20190460393,201902,195000,122.718691,12,1589,2007,1,2,0,155044,155044,162796,20080724,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59072_02.PDF,0.113632,-110.7256568,32.05990991,www.tucsonaz.gov/pro/pdsd/parcel_search/305080280,http://gis.pima.gov/maps/detail.cfm?p=305080280,85641
470,2019,305072010,20191350448,201904,266925,109.5751232,10,2436,2018,1,2,0,234592,234592,241630,20181227,http://www.asr.pima.gov/ParcelData/Map/Arm/T16S/1616E05.PDF,0.117758,-110.7336872,32.06330404,www.tucsonaz.gov/pro/pdsd/parcel_search/305072010,http://gis.pima.gov/maps/detail.cfm?p=305072010,85641
471,2019,305071990,20190870754,201902,260505,100.6977194,10,2587,2018,1,2,0,239861,239861,247057,20181227,http://www.asr.pima.gov/ParcelData/Map/Arm/T16S/1616E05.PDF,0.117764,-110.7339684,32.06348862,www.tucsonaz.gov/pro/pdsd/parcel_search/305071990,http://gis.pima.gov/maps/detail.cfm?p=305071990,85641
480,2019,305071190,20191560650,201905,228995,152.6633333,15,1500,2018,1,2,0,175566,175566,180833,20181227,http://www.asr.pima.gov/ParcelData/Map/Arm/T16S/1616E05.PDF,0.11768,-110.7344161,32.06472972,www.tucsonaz.gov/pro/pdsd/parcel_search/305071190,http://gis.pima.gov/maps/detail.cfm?p=305071190,85641
488,2019,305071010,20191260534,201904,259000,106.3218391,10,2436,2018,1,2,0,234592,234592,241630,20181226,http://www.asr.pima.gov/ParcelData/Map/Arm/T16S/1616E05.PDF,0.117764,-110.734218,32.06515128,www.tucsonaz.gov/pro/pdsd/parcel_search/305071010,http://gis.pima.gov/maps/detail.cfm?p=305071010,85641
489,2019,305071000,20190530422,201901,235000,122.0145379,12,1926,2018,1,2,0,215368,215368,221829,20181226,http://www.asr.pima.gov/ParcelData/Map/Arm/T16S/1616E05.PDF,0.117764,-110.7341029,32.06507577,www.tucsonaz.gov/pro/pdsd/parcel_search/305071000,http://gis.pima.gov/maps/detail.cfm?p=305071000,85641
490,2019,305070750,20190850671,201902,233490,125.5322581,12,1860,2018,1,2,0,204753,204753,210896,20181224,http://www.asr.pima.gov/ParcelData/Map/Arm/T16S/1616E05.PDF,0.117761,-110.7338783,32.06532395,www.tucsonaz.gov/pro/pdsd/parcel_search/305070750,http://gis.pima.gov/maps/detail.cfm?p=305070750,85641
491,2019,305070740,20191440747,201901,276990,96.34434783,9,2875,2018,1,2,0,265232,265232,273189,20190110,http://www.asr.pima.gov/ParcelData/Map/Arm/SQ2014/20140780198_02.PDF,0.117761,-110.7339933,32.06539945,www.tucsonaz.gov/pro/pdsd/parcel_search/305070740,http://gis.pima.gov/maps/detail.cfm?p=305070740,85641
495,2019,305070200,20191060406,201902,276000,106.6872826,10,2587,2017,1,2,0,233641,233641,240650,20171016,http://www.asr.pima.gov/ParcelData/Map/Arm/SQ2014/20140780198_01.PDF,0.118156,-110.7319118,32.06422825,www.tucsonaz.gov/pro/pdsd/parcel_search/305070200,http://gis.pima.gov/maps/detail.cfm?p=305070200,85641
496,2019,30506007A,20190850194,201902,320000,117.6038221,11,2721,2006,1,3,0,278742,278742,287104,20060526,http://www.asr.pima.gov/ParcelData/Map/Arm/T16S/1616E04.PDF,0.98393601,-110.7097961,32.07448283,www.tucsonaz.gov/pro/pdsd/parcel_search/30506007A,http://gis.pima.gov/maps/detail.cfm?p=30506007A,85641
511,2019,305056580,20190600433,201901,265000,123.7739374,12,2141,2005,1,3,450,220747,220747,231784,20061201,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.19351099,-110.7172534,32.05790564,www.tucsonaz.gov/pro/pdsd/parcel_search/305056580,http://gis.pima.gov/maps/detail.cfm?p=305056580,85641
512,2019,305056280,20192180273,201906,230000,126.9315673,12,1812,2005,1,2,0,168574,168574,177003,20090319,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.212181,-110.7185379,32.05846478,www.tucsonaz.gov/pro/pdsd/parcel_search/305056280,http://gis.pima.gov/maps/detail.cfm?p=305056280,85641
513,2019,305056110,20191790588,201905,339900,113.3755837,11,2998,2005,1,3,0,239130,239130,251087,20051102,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_CT.PDF,0.16413601,-110.7185892,32.05626802,www.tucsonaz.gov/pro/pdsd/parcel_search/305056110,http://gis.pima.gov/maps/detail.cfm?p=305056110,85641
514,2019,305056090,20191890426,201905,290000,96.7311541,9,2998,2006,1,3,450,260525,260525,273551,20110919,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.16413499,-110.7189214,32.05648621,www.tucsonaz.gov/pro/pdsd/parcel_search/305056090,http://gis.pima.gov/maps/detail.cfm?p=305056090,85641
515,2019,305055670,20191710313,201906,277500,129.6123307,12,2141,2004,1,3,450,219854,219854,230847,20051103,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.19546799,-110.7170654,32.05603982,www.tucsonaz.gov/pro/pdsd/parcel_search/305055670,http://gis.pima.gov/maps/detail.cfm?p=305055670,85641
516,2019,305055550,20191960432,201905,353900,118.0453636,11,2998,2005,1,3,0,238670,238670,250604,20051102,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.213153,-110.7164213,32.05633821,www.tucsonaz.gov/pro/pdsd/parcel_search/305055550,http://gis.pima.gov/maps/detail.cfm?p=305055550,85641
517,2019,305054790,20190660384,201901,285000,123.1633535,12,2314,2004,1,2,450,225070,225070,236324,20061201,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.383012,-110.7177985,32.0534232,www.tucsonaz.gov/pro/pdsd/parcel_search/305054790,http://gis.pima.gov/maps/detail.cfm?p=305054790,85641
518,2019,305054610,20192170436,201908,205000,131.326073,13,1561,2005,1,2,0,151884,151884,159478,20050511,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.12032,-110.7134018,32.05696456,www.tucsonaz.gov/pro/pdsd/parcel_search/305054610,http://gis.pima.gov/maps/detail.cfm?p=305054610,85641
519,2019,305054050,20191550564,201904,214000,137.0916079,13,1561,2005,1,2,0,151884,151884,159478,20050511,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.114709,-110.7124506,32.05524178,www.tucsonaz.gov/pro/pdsd/parcel_search/305054050,http://gis.pima.gov/maps/detail.cfm?p=305054050,85641
520,2019,305054020,20191750707,201905,235000,129.6909492,12,1812,2005,1,2,0,168574,168574,177003,20050511,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.171711,-110.7119904,32.05533499,www.tucsonaz.gov/pro/pdsd/parcel_search/305054020,http://gis.pima.gov/maps/detail.cfm?p=305054020,85641
521,2019,305053940,20191510923,201904,245000,135.209713,13,1812,2005,1,2,450,188874,188874,198318,20050810,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.159889,-110.7113591,32.05506708,www.tucsonaz.gov/pro/pdsd/parcel_search/305053940,http://gis.pima.gov/maps/detail.cfm?p=305053940,85641
522,2019,305053930,20190850140,201902,228000,125.8278146,12,1812,2005,1,2,0,168574,168574,177003,20050810,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.167438,-110.711544,32.05498839,www.tucsonaz.gov/pro/pdsd/parcel_search/305053930,http://gis.pima.gov/maps/detail.cfm?p=305053930,85641
523,2019,305053800,20191490357,201904,235000,129.6909492,12,1812,2005,1,2,0,168574,168574,177003,20060126,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_02.PDF,0.119931,-110.7135786,32.05446965,www.tucsonaz.gov/pro/pdsd/parcel_search/305053800,http://gis.pima.gov/maps/detail.cfm?p=305053800,85641
524,2019,305053720,20191230549,201903,220000,140.9352979,14,1561,2005,1,3,0,162673,162673,170807,20050511,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.149656,-110.7141849,32.05454593,www.tucsonaz.gov/pro/pdsd/parcel_search/305053720,http://gis.pima.gov/maps/detail.cfm?p=305053720,85641
525,2019,305053660,20190040231,201901,187000,129.3222683,12,1446,2006,1,2,0,144739,144739,151976,20060727,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.107187,-110.7133678,32.05422669,www.tucsonaz.gov/pro/pdsd/parcel_search/305053660,http://gis.pima.gov/maps/detail.cfm?p=305053660,85641
526,2019,305053640,20190560425,201902,235000,107.8476365,10,2179,2005,1,2,0,176934,176934,185781,20050511,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.107181,-110.7131288,32.0543424,www.tucsonaz.gov/pro/pdsd/parcel_search/305053640,http://gis.pima.gov/maps/detail.cfm?p=305053640,85641
527,2019,305053500,20191220246,201904,239000,109.683341,10,2179,2005,1,2,450,197234,197234,207096,20070112,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_CT.PDF,0.101036,-110.7111454,32.05482996,www.tucsonaz.gov/pro/pdsd/parcel_search/305053500,http://gis.pima.gov/maps/detail.cfm?p=305053500,85641
528,2019,305052830,20190590900,201901,188000,146.4174455,14,1284,2004,1,2,0,132636,132636,139268,20050126,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57065_LA.PDF,0.101006,-110.7122383,32.05304457,www.tucsonaz.gov/pro/pdsd/parcel_search/305052830,http://gis.pima.gov/maps/detail.cfm?p=305052830,85641
529,2019,305052160,20190390441,201901,225000,142.4952502,14,1579,2003,1,2,0,156209,156209,162457,20031226,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57034_02.PDF,0.194528,-110.7063329,32.06026984,www.tucsonaz.gov/pro/pdsd/parcel_search/305052160,http://gis.pima.gov/maps/detail.cfm?p=305052160,85641
530,2019,305052040,20191010175,201903,246900,140.2044293,14,1761,2004,1,2,450,192211,192211,199899,20060208,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57034_04.PDF,0.151134,-110.7076779,32.06129646,www.tucsonaz.gov/pro/pdsd/parcel_search/305052040,http://gis.pima.gov/maps/detail.cfm?p=305052040,85641
531,2019,305051900,20191700702,201905,299000,96.76375405,9,3090,2005,1,3,450,262668,262668,273175,20050526,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57034_04.PDF,0.20533399,-110.7100361,32.06180902,www.tucsonaz.gov/pro/pdsd/parcel_search/305051900,http://gis.pima.gov/maps/detail.cfm?p=305051900,85641
532,2019,305051690,20191990085,201905,249900,110.1851852,11,2268,2004,1,2,0,180726,180726,187955,20040505,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57034_04.PDF,0.148431,-110.7081414,32.06057685,www.tucsonaz.gov/pro/pdsd/parcel_search/305051690,http://gis.pima.gov/maps/detail.cfm?p=305051690,85641
533,2019,305051630,20191500890,201904,275000,126.9621422,12,2166,2005,1,2,450,223333,223333,232266,20050526,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57034_03.PDF,0.179471,-110.708284,32.05958161,www.tucsonaz.gov/pro/pdsd/parcel_search/305051630,http://gis.pima.gov/maps/detail.cfm?p=305051630,85641
534,2019,305051510,20191060139,201903,314000,101.618123,10,3090,2004,1,2,450,250663,250663,260690,20060123,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57034_02.PDF,0.185072,-110.7065533,32.05978141,www.tucsonaz.gov/pro/pdsd/parcel_search/305051510,http://gis.pima.gov/maps/detail.cfm?p=305051510,85641
535,2019,305047730,20191090296,201903,370000,139.8865784,13,2645,2006,1,2,450,302646,302646,317778,20060505,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55074_03.PDF,0.218963,-110.6987363,32.06254121,www.tucsonaz.gov/pro/pdsd/parcel_search/305047730,http://gis.pima.gov/maps/detail.cfm?p=305047730,85641
536,2019,305047660,20191540455,201905,407000,137.9193494,13,2951,2006,1,3,0,298540,298540,313467,20060823,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55074_03.PDF,0.27084601,-110.6993271,32.06183833,www.tucsonaz.gov/pro/pdsd/parcel_search/305047660,http://gis.pima.gov/maps/detail.cfm?p=305047660,85641
537,2019,305047660,20191540456,201906,407000,137.9193494,13,2951,2006,1,3,0,298540,298540,313467,20060823,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55074_03.PDF,0.27084601,-110.6993271,32.06183833,www.tucsonaz.gov/pro/pdsd/parcel_search/305047660,http://gis.pima.gov/maps/detail.cfm?p=305047660,85641
538,2019,305047460,20190590673,201902,365000,138.9417587,13,2627,2004,1,3,450,310123,310123,325629,20060123,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55074_01.PDF,0.234942,-110.6951023,32.06040189,www.tucsonaz.gov/pro/pdsd/parcel_search/305047460,http://gis.pima.gov/maps/detail.cfm?p=305047460,85641
539,2019,305046480,20191120692,201903,275000,116.1317568,11,2368,2004,1,3,0,265782,265782,279071,20040913,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55073_03.PDF,0.168677,-110.6984409,32.05953562,www.tucsonaz.gov/pro/pdsd/parcel_search/305046480,http://gis.pima.gov/maps/detail.cfm?p=305046480,95628
540,2019,305046360,20190250719,201901,285000,125.5506608,12,2270,2005,1,2,0,253434,253434,266106,20050725,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55073_02.PDF,0.148607,-110.6962596,32.05863713,www.tucsonaz.gov/pro/pdsd/parcel_search/305046360,http://gis.pima.gov/maps/detail.cfm?p=305046360,85641
541,2019,305045980,20191990503,201906,242500,108.9398023,10,2226,2004,1,2,0,193895,193895,201651,20091104,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55066_01.PDF,0.17613,-110.6990348,32.05574302,www.tucsonaz.gov/pro/pdsd/parcel_search/305045980,http://gis.pima.gov/maps/detail.cfm?p=305045980,85641
542,2019,305045460,20191020641,201903,260000,105.6910569,10,2460,2004,1,2,0,216248,216248,224898,20040830,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55066_03.PDF,0.17342401,-110.7028997,32.0527569,www.tucsonaz.gov/pro/pdsd/parcel_search/305045460,http://gis.pima.gov/maps/detail.cfm?p=305045460,85641
543,2019,305045200,20190990167,201904,312000,152.195122,15,2050,2004,1,2,0,190885,190885,198520,20040830,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55066_02.PDF,0.185352,-110.6982205,32.05423223,www.tucsonaz.gov/pro/pdsd/parcel_search/305045200,http://gis.pima.gov/maps/detail.cfm?p=305045200,85641
544,2019,305045170,20191190554,201904,317000,128.8617886,12,2460,2002,1,2,450,239616,239616,249201,20060123,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55066_01.PDF,0.185267,-110.697658,32.05458999,www.tucsonaz.gov/pro/pdsd/parcel_search/305045170,http://gis.pima.gov/maps/detail.cfm?p=305045170,85641
545,2019,305044720,20191780088,201905,335000,143.4075342,14,2336,2005,1,3,0,256198,256198,269008,20050901,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55049_02.PDF,0.21644901,-110.6967142,32.05683329,www.tucsonaz.gov/pro/pdsd/parcel_search/305044720,http://gis.pima.gov/maps/detail.cfm?p=305044720,85641
546,2019,305044640,20190370464,201901,315000,140.499554,14,2242,2003,1,3,0,247696,247696,260081,20050922,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55049_02.PDF,0.203621,-110.6972275,32.05619769,www.tucsonaz.gov/pro/pdsd/parcel_search/305044640,http://gis.pima.gov/maps/detail.cfm?p=305044640,85641
548,2019,305044230,20191650620,201905,280000,124.8884924,12,2242,2003,1,2,0,241394,241394,253464,20040913,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55049_01.PDF,0.19975699,-110.6992722,32.0573688,www.tucsonaz.gov/pro/pdsd/parcel_search/305044230,http://gis.pima.gov/maps/detail.cfm?p=305044230,85641
550,2019,305043730,20191860428,201905,216000,108.5427136,10,1990,2004,1,2,0,191437,191437,199094,20040303,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54096_03.PDF,0.14980599,-110.7047828,32.05490809,www.tucsonaz.gov/pro/pdsd/parcel_search/305043730,http://gis.pima.gov/maps/detail.cfm?p=305043730,85641
551,2019,305043690,20192130290,201908,212000,106.5326633,10,1990,2003,1,2,0,190734,190734,198363,20031226,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54096_03.PDF,0.149782,-110.7054784,32.05521514,www.tucsonaz.gov/pro/pdsd/parcel_search/305043690,http://gis.pima.gov/maps/detail.cfm?p=305043690,85712
552,2019,305043610,20191791406,201905,238500,119.8492462,11,1990,2002,1,2,0,185715,185715,193144,20020513,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54096_04.PDF,0.15482099,-110.7060782,32.05650973,www.tucsonaz.gov/pro/pdsd/parcel_search/305043610,http://gis.pima.gov/maps/detail.cfm?p=305043610,85641
553,2019,305043600,20192030744,201905,320000,103.5598706,10,3090,2002,1,3,450,263385,263385,273920,20050121,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54096_04.PDF,0.171468,-110.7060931,32.05668358,www.tucsonaz.gov/pro/pdsd/parcel_search/305043600,http://gis.pima.gov/maps/detail.cfm?p=305043600,85641
554,2019,305043400,20191650212,201905,260000,164.661178,16,1579,2002,1,2,450,179580,179580,186763,20050614,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54096_04.PDF,0.151559,-110.7036823,32.05652191,www.tucsonaz.gov/pro/pdsd/parcel_search/305043400,http://gis.pima.gov/maps/detail.cfm?p=305043400,85641
555,2019,305042930,20191790697,201905,285000,109.9961405,10,2591,2002,1,2,450,217547,217547,226249,20040107,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54096_01.PDF,0.151517,-110.70033,32.05604173,www.tucsonaz.gov/pro/pdsd/parcel_search/305042930,http://gis.pima.gov/maps/detail.cfm?p=305042930,85641
556,2019,305042560,20191350723,201903,280000,140.7035176,14,1990,2002,1,2,450,193387,193387,201122,20171121,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54096_02.PDF,0.164211,-110.7034894,32.05472775,www.tucsonaz.gov/pro/pdsd/parcel_search/305042560,http://gis.pima.gov/maps/detail.cfm?p=305042560,85641
557,2019,305042230,20191230562,201903,244900,113.0655586,11,2166,2004,1,2,0,194478,194478,202257,20040909,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54096_01.PDF,0.18821,-110.6999325,32.05566806,www.tucsonaz.gov/pro/pdsd/parcel_search/305042230,http://gis.pima.gov/maps/detail.cfm?p=305042230,85641
558,2019,305042000,20190600527,201902,350000,150.2145923,15,2330,2006,1,3,0,251285,251285,273901,20111219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54032_03.PDF,0.93905002,-110.6955083,32.00097927,www.tucsonaz.gov/pro/pdsd/parcel_search/305042000,http://gis.pima.gov/maps/detail.cfm?p=305042000,85641
559,2019,305041840,20191050260,201902,379000,154.3788187,15,2455,2005,1,3,450,283583,283583,309105,20111216,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54032_01.PDF,0.894054,-110.692174,31.99872636,www.tucsonaz.gov/pro/pdsd/parcel_search/305041840,http://gis.pima.gov/maps/detail.cfm?p=305041840,85641
560,2019,305041600,20191260645,201905,343000,136.1651449,13,2519,2005,1,2,0,256668,256668,279768,20050831,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54032_01.PDF,0.85045099,-110.6931417,31.99802939,www.tucsonaz.gov/pro/pdsd/parcel_search/305041600,http://gis.pima.gov/maps/detail.cfm?p=305041600,85641
561,2019,305041600,20191580235,201905,343000,136.1651449,13,2519,2005,1,2,0,256668,256668,279768,20050831,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54032_01.PDF,0.85045099,-110.6931417,31.99802939,www.tucsonaz.gov/pro/pdsd/parcel_search/305041600,http://gis.pima.gov/maps/detail.cfm?p=305041600,85641
569,2019,304850420,20191420165,201904,339000,201.3064133,20,1684,2011,1,2,450,279289,279289,290461,20111017,http://www.asr.pima.gov/ParcelData/Map/Arm/MP60/60057_02.PDF,0.15151,-110.9490499,31.88715638,www.tucsonaz.gov/pro/pdsd/parcel_search/304850420,http://gis.pima.gov/maps/detail.cfm?p=304850420,85614
570,2019,304850310,20190880462,201901,365000,183.0491474,118,1994,2009,1,2,0,277077,277077,288160,20091119,http://www.asr.pima.gov/ParcelData/Map/Arm/MP60/60057_03.PDF,0.132828,-110.9478504,31.88572228,www.tucsonaz.gov/pro/pdsd/parcel_search/304850310,http://gis.pima.gov/maps/detail.cfm?p=304850310,53555
571,2019,304850040,20192100847,201906,360000,197.1522453,20,1826,2007,1,3,0,301366,301366,313421,20080111,http://www.asr.pima.gov/ParcelData/Map/Arm/MP60/60057_01.PDF,0.15763,-110.9493686,31.88847309,www.tucsonaz.gov/pro/pdsd/parcel_search/304850040,http://gis.pima.gov/maps/detail.cfm?p=304850040,85614
584,2019,304837180,20191440080,201904,550000,249.5462795,20,2204,2013,1,3,0,338188,338188,351716,20130710,http://www.asr.pima.gov/ParcelData/Map/Arm/SQ2012/20122710239.PDF,0.30057999,-110.9409381,31.87845218,www.tucsonaz.gov/pro/pdsd/parcel_search/304837180,http://gis.pima.gov/maps/detail.cfm?p=304837180,85614
585,2019,304836910,20192130295,201907,301000,189.4273128,118,1589,2013,1,2,0,246723,246723,256592,20131118,http://www.asr.pima.gov/ParcelData/Map/Arm/SQ2012/20122710239_01.PDF,0.185902,-110.9414707,31.88086602,www.tucsonaz.gov/pro/pdsd/parcel_search/304836910,http://gis.pima.gov/maps/detail.cfm?p=304836910,85614
586,2019,304836790,20191710141,201905,351500,194.4137168,20,1808,2017,1,3,0,258495,258495,268835,20170726,http://www.asr.pima.gov/ParcelData/Map/Arm/SQ2012/20122710239_02.PDF,0.229498,-110.9402581,31.8792322,www.tucsonaz.gov/pro/pdsd/parcel_search/304836790,http://gis.pima.gov/maps/detail.cfm?p=304836790,85614
587,2019,304836640,20190430514,201902,344000,175.0636132,17,1965,2015,1,2,0,255757,255757,265987,20150223,http://www.asr.pima.gov/ParcelData/Map/Arm/SQ2012/20122710239_03.PDF,0.171514,-110.9381065,31.87906685,www.tucsonaz.gov/pro/pdsd/parcel_search/304836640,http://gis.pima.gov/maps/detail.cfm?p=304836640,98663
590,2019,304832990,20190590089,201902,290000,177.9141104,17,1630,2016,1,3,0,238404,238404,247940,20160819,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61062.PDF,0.157754,-110.943194,31.87822414,www.tucsonaz.gov/pro/pdsd/parcel_search/304832990,http://gis.pima.gov/maps/detail.cfm?p=304832990,85614
592,2019,304832950,20190810442,201902,315000,180.6192661,118,1744,2013,1,2,0,231497,231497,240757,20130501,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61062.PDF,0.13816699,-110.9436241,31.87880951,www.tucsonaz.gov/pro/pdsd/parcel_search/304832950,http://gis.pima.gov/maps/detail.cfm?p=304832950,89703
593,2019,304832880,20191490146,201904,368000,191.7665451,20,1919,2013,1,2,0,249547,249547,259529,20130709,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61062.PDF,0.183814,-110.9431788,31.877783,www.tucsonaz.gov/pro/pdsd/parcel_search/304832880,http://gis.pima.gov/maps/detail.cfm?p=304832880,85614
594,2019,304832520,20191960213,201905,500000,207.3828287,20,2411,2007,1,3,0,356267,356267,370518,20070416,http://www.asr.pima.gov/ParcelData/Map/Arm/MP60/60024.PDF,0.29737401,-110.9353089,31.88828255,www.tucsonaz.gov/pro/pdsd/parcel_search/304832520,http://gis.pima.gov/maps/detail.cfm?p=304832520,80127
595,2019,304831990,20191710186,201905,270000,169.9181875,16,1589,2011,1,2,0,214585,214585,223168,20111024,http://www.asr.pima.gov/ParcelData/Map/Arm/MP60/60023_LA.PDF,0.15467501,-110.9340043,31.88014817,www.tucsonaz.gov/pro/pdsd/parcel_search/304831990,http://gis.pima.gov/maps/detail.cfm?p=304831990,53717
597,2019,304831360,20191210072,201904,284000,178.7287602,17,1589,2012,1,2,0,245248,245248,255058,20120731,http://www.asr.pima.gov/ParcelData/Map/Arm/MP60/60023_01.PDF,0.173565,-110.938637,31.88035074,www.tucsonaz.gov/pro/pdsd/parcel_search/304831360,http://gis.pima.gov/maps/detail.cfm?p=304831360,85614
598,2019,304831310,20191650121,201905,365000,209.2889908,20,1744,2012,1,3,0,270201,270201,281009,20120208,http://www.asr.pima.gov/ParcelData/Map/Arm/MP60/60023_01.PDF,0.165337,-110.939542,31.88084504,www.tucsonaz.gov/pro/pdsd/parcel_search/304831310,http://gis.pima.gov/maps/detail.cfm?p=304831310,85614
599,2019,304831300,20190590359,201901,328900,180.1204819,118,1826,2008,1,3,0,271697,271697,282565,20080715,http://www.asr.pima.gov/ParcelData/Map/Arm/MP60/60023_01.PDF,0.16720399,-110.939694,31.88094285,www.tucsonaz.gov/pro/pdsd/parcel_search/304831300,http://gis.pima.gov/maps/detail.cfm?p=304831300,98117
