,Year_sold,PARCEL,SequenceNum,SaleDate,SalePrice,PrPerSqFt,p_Cat,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,Map,GISACRES,LON,LAT,URL,URL2,ZIP
600,2019,304831270,20191570644,201905,300000,178.1472684,17,1684,2012,1,2,0,253802,253802,263954,20120404,http://www.asr.pima.gov/ParcelData/Map/Arm/MP60/60023_LA.PDF,0.172557,-110.9401353,31.881262,www.tucsonaz.gov/pro/pdsd/parcel_search/304831270,http://gis.pima.gov/maps/detail.cfm?p=304831270,85614
601,2019,304831230,20190790381,201901,284000,168.6460808,16,1684,2009,1,2,0,220492,220492,229312,20091116,http://www.asr.pima.gov/ParcelData/Map/Arm/MP60/60023_01.PDF,0.15368,-110.9396012,31.88166495,www.tucsonaz.gov/pro/pdsd/parcel_search/304831230,http://gis.pima.gov/maps/detail.cfm?p=304831230,80126
602,2019,304830730,20190640105,201902,380000,178.2363977,17,2132,2011,1,3,0,303295,303295,315427,20110802,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59024_LA.PDF,0.204147,-110.9281802,31.88071928,www.tucsonaz.gov/pro/pdsd/parcel_search/304830730,http://gis.pima.gov/maps/detail.cfm?p=304830730,85614
603,2019,304830510,20191770112,201906,347000,162.7579737,16,2132,2011,1,3,0,273989,273989,284949,20110802,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59024_02.PDF,0.18732101,-110.9286642,31.87613937,www.tucsonaz.gov/pro/pdsd/parcel_search/304830510,http://gis.pima.gov/maps/detail.cfm?p=304830510,85614
604,2019,304830110,20192260386,201906,415000,190.5417815,20,2178,2007,1,4,0,284331,284331,295704,20081219,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59024_LA.PDF,0.290106,-110.9300938,31.87660598,www.tucsonaz.gov/pro/pdsd/parcel_search/304830110,http://gis.pima.gov/maps/detail.cfm?p=304830110,95223
605,2019,304830050,20192190071,201906,310000,169.769989,16,1826,2007,1,2,0,230514,230514,239735,20071228,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59024_01.PDF,0.279338,-110.9316371,31.87792702,www.tucsonaz.gov/pro/pdsd/parcel_search/304830050,http://gis.pima.gov/maps/detail.cfm?p=304830050,85614
606,2019,304827310,20191500170,201904,479000,178.5980611,17,2682,2006,1,3,450,369034,369034,383795,20130214,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59007_03.PDF,0.19171999,-110.9302104,31.87895356,www.tucsonaz.gov/pro/pdsd/parcel_search/304827310,http://gis.pima.gov/maps/detail.cfm?p=304827310,98040
607,2019,304827250,20191440295,201904,300000,164.2935378,16,1826,2006,1,2,450,257399,257399,267695,20090827,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59007_02.PDF,0.252076,-110.92951,31.87999348,www.tucsonaz.gov/pro/pdsd/parcel_search/304827250,http://gis.pima.gov/maps/detail.cfm?p=304827250,85614
608,2019,304827130,20191570183,201904,392500,123.1952291,12,3186,2006,1,3,0,357915,357915,372232,20070108,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59007_01.PDF,0.196271,-110.930006,31.88203006,www.tucsonaz.gov/pro/pdsd/parcel_search/304827130,http://gis.pima.gov/maps/detail.cfm?p=304827130,85614
609,2019,304827110,20190590170,201901,417000,157.0621469,15,2655,2006,1,2,0,334267,334267,347638,20111208,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59007_01.PDF,0.186152,-110.9304277,31.88218111,www.tucsonaz.gov/pro/pdsd/parcel_search/304827110,http://gis.pima.gov/maps/detail.cfm?p=304827110,85614
610,2019,304826880,20191200311,201903,299800,189.5069532,118,1582,2006,1,2,0,239663,239663,249250,20070108,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57033.PDF,0.16528299,-110.9274851,31.8875035,www.tucsonaz.gov/pro/pdsd/parcel_search/304826880,http://gis.pima.gov/maps/detail.cfm?p=304826880,80537
611,2019,304826680,20190840277,201902,399800,189.1201514,118,2114,2006,1,2,0,285555,285555,296977,20060505,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57033.PDF,0.21602499,-110.9273603,31.88411782,www.tucsonaz.gov/pro/pdsd/parcel_search/304826680,http://gis.pima.gov/maps/detail.cfm?p=304826680,54301
612,2019,304826130,20192101009,201906,299000,177.5534442,17,1684,2010,1,3,0,232564,232564,241867,20100226,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57007_02.PDF,0.1691,-110.929462,31.883215,www.tucsonaz.gov/pro/pdsd/parcel_search/304826130,http://gis.pima.gov/maps/detail.cfm?p=304826130,85614
613,2019,304825470,20190850280,201901,304900,194.3275972,20,1569,2006,1,2,0,238542,238542,248084,20060913,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57007_03.PDF,0.18160699,-110.9273322,31.88227572,www.tucsonaz.gov/pro/pdsd/parcel_search/304825470,http://gis.pima.gov/maps/detail.cfm?p=304825470,85614
614,2019,304825450,20191400583,201905,365000,199.890471,20,1826,2006,1,2,450,288749,288749,300299,20081216,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57007_02.PDF,0.19168501,-110.9274218,31.88262021,www.tucsonaz.gov/pro/pdsd/parcel_search/304825450,http://gis.pima.gov/maps/detail.cfm?p=304825450,94561
615,2019,304825340,20191210220,201905,310000,197.5780752,20,1569,2005,1,2,0,268504,268504,279244,20050725,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57007_01.PDF,0.14768299,-110.9292857,31.88420354,www.tucsonaz.gov/pro/pdsd/parcel_search/304825340,http://gis.pima.gov/maps/detail.cfm?p=304825340,98221
616,2019,304825070,20191150463,201903,245000,134.1730559,13,1826,2004,1,3,0,241636,241636,251301,20040331,http://www.asr.pima.gov/ParcelData/Map/Arm/MP57/57004_01.PDF,0.247931,-110.9433099,31.89529732,www.tucsonaz.gov/pro/pdsd/parcel_search/304825070,http://gis.pima.gov/maps/detail.cfm?p=304825070,85614
617,2019,304824830,20191960424,201905,385800,173.9404869,17,2218,2004,1,3,0,275044,275044,286046,20061020,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55077_02.PDF,0.277248,-110.9318368,31.88905783,www.tucsonaz.gov/pro/pdsd/parcel_search/304824830,http://gis.pima.gov/maps/detail.cfm?p=304824830,95117
618,2019,304824510,20191510532,201904,294000,161.007667,16,1826,2004,1,2,0,227189,227189,236277,20040331,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55077_02.PDF,0.21868099,-110.93172,31.88973727,www.tucsonaz.gov/pro/pdsd/parcel_search/304824510,http://gis.pima.gov/maps/detail.cfm?p=304824510,85614
619,2019,304824380,20191420271,201904,400000,182.2323462,118,2195,2005,1,3,450,298225,298225,310154,20051216,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55077_02.PDF,0.36208701,-110.9304789,31.88874258,www.tucsonaz.gov/pro/pdsd/parcel_search/304824380,http://gis.pima.gov/maps/detail.cfm?p=304824380,99515
620,2019,304823900,20190810199,201901,364000,158.9519651,15,2290,2003,1,2,0,331754,331754,345024,20030911,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55077_02.PDF,0.19864,-110.9303918,31.88993775,www.tucsonaz.gov/pro/pdsd/parcel_search/304823900,http://gis.pima.gov/maps/detail.cfm?p=304823900,71909
621,2019,304823880,20191050209,201902,409900,170.4365904,17,2405,2004,1,2,0,342846,342846,356560,20040331,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55077_01.PDF,0.19546901,-110.9306378,31.89025799,www.tucsonaz.gov/pro/pdsd/parcel_search/304823880,http://gis.pima.gov/maps/detail.cfm?p=304823880,68154
622,2019,304823210,20191480162,201904,315000,157.9739218,15,1994,2011,1,2,0,250757,250757,260787,20111014,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55076_02.PDF,0.20452,-110.9401624,31.88258047,www.tucsonaz.gov/pro/pdsd/parcel_search/304823210,http://gis.pima.gov/maps/detail.cfm?p=304823210,55077
623,2019,304822940,20191230128,201904,246000,171.7877095,17,1432,2006,1,2,0,199462,199462,207440,20070108,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55076_02.PDF,0.200646,-110.9416388,31.88344444,www.tucsonaz.gov/pro/pdsd/parcel_search/304822940,http://gis.pima.gov/maps/detail.cfm?p=304822940,85614
624,2019,304822920,20191500563,201905,237000,165.5027933,16,1432,2006,1,2,0,199462,199462,207440,20070108,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55076_01.PDF,0.19262899,-110.9414482,31.88373184,www.tucsonaz.gov/pro/pdsd/parcel_search/304822920,http://gis.pima.gov/maps/detail.cfm?p=304822920,85614
625,2019,304822660,20191410289,201903,455000,201.1494253,20,2262,2005,1,2,450,360318,360318,374731,20070731,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55075_04.PDF,0.329638,-110.9359034,31.88310419,www.tucsonaz.gov/pro/pdsd/parcel_search/304822660,http://gis.pima.gov/maps/detail.cfm?p=304822660,85614
626,2019,304822410,20190740326,201903,375000,143.020595,14,2622,2005,1,3,0,309000,309000,321360,20050725,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55075_02.PDF,0.220742,-110.9343834,31.88281317,www.tucsonaz.gov/pro/pdsd/parcel_search/304822410,http://gis.pima.gov/maps/detail.cfm?p=304822410,85614
627,2019,304822330,20192120749,201907,291000,159.3647317,15,1826,2006,1,2,0,233450,233450,242788,20060426,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55075_01.PDF,0.20095301,-110.9361636,31.88214971,www.tucsonaz.gov/pro/pdsd/parcel_search/304822330,http://gis.pima.gov/maps/detail.cfm?p=304822330,80601
628,2019,304822200,20191840495,201906,250000,136.9112815,13,1826,2006,1,2,0,229361,229361,238535,20060814,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55075_01.PDF,0.21964,-110.9371288,31.88222642,www.tucsonaz.gov/pro/pdsd/parcel_search/304822200,http://gis.pima.gov/maps/detail.cfm?p=304822200,85614
629,2019,304821830,20192050559,201906,395000,154.3571708,15,2559,2005,1,2,0,295161,295161,306967,20090319,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55075_02.PDF,0.20087101,-110.9330342,31.88289129,www.tucsonaz.gov/pro/pdsd/parcel_search/304821830,http://gis.pima.gov/maps/detail.cfm?p=304821830,85614
630,2019,304821690,20190110147,201901,380000,144.9275362,14,2622,2005,1,3,0,309000,309000,321360,20050725,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55075_01.PDF,0.210609,-110.9357344,31.88115418,www.tucsonaz.gov/pro/pdsd/parcel_search/304821690,http://gis.pima.gov/maps/detail.cfm?p=304821690,85614
631,2019,304821590,20190240065,201901,375000,143.020595,14,2622,2005,1,3,0,309000,309000,321360,20050725,http://www.asr.pima.gov/ParcelData/Map/Arm/MP55/55075_01.PDF,0.28325599,-110.9380264,31.88212441,www.tucsonaz.gov/pro/pdsd/parcel_search/304821590,http://gis.pima.gov/maps/detail.cfm?p=304821590,85614
632,2019,304810700,20191080520,201903,622950,177.5292106,17,3509,2008,1,3,0,542911,542911,580915,20081021,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59046_LA.PDF,3.09803009,-110.9796739,31.82369837,www.tucsonaz.gov/pro/pdsd/parcel_search/304810700,http://gis.pima.gov/maps/detail.cfm?p=304810700,80104
633,2019,304810330,20191750386,201904,525000,175.4679144,17,2992,2006,1,3,450,432169,432169,471064,20081218,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59046_LA.PDF,1.61686003,-110.9759537,31.82885606,www.tucsonaz.gov/pro/pdsd/parcel_search/304810330,http://gis.pima.gov/maps/detail.cfm?p=304810330,85614
634,2019,30481019A,20191760102,201904,890000,174.0320688,17,5114,2005,1,4,450,809831,809831,866519,20070918,http://www.asr.pima.gov/ParcelData/Map/Arm/MP54/54059_03.PDF,4.20465994,-110.9740451,31.8315384,www.tucsonaz.gov/pro/pdsd/parcel_search/30481019A,http://gis.pima.gov/maps/detail.cfm?p=30481019A,46975
635,2019,304804430,20190860229,201902,542000,200.2956393,20,2706,2005,1,3,450,340699,340699,395211,20050303,http://www.asr.pima.gov/ParcelData/Map/Arm/MP53/53031.PDF,0.42721,-110.9640329,31.8590753,www.tucsonaz.gov/pro/pdsd/parcel_search/304804430,http://gis.pima.gov/maps/detail.cfm?p=304804430,85614
636,2019,304804280,20191010188,201903,343000,155.7674841,15,2202,2004,1,3,0,268679,268679,311668,20040504,http://www.asr.pima.gov/ParcelData/Map/Arm/MP53/53031.PDF,0.38518,-110.9656046,31.8597322,www.tucsonaz.gov/pro/pdsd/parcel_search/304804280,http://gis.pima.gov/maps/detail.cfm?p=304804280,61736
637,2019,304804280,20190320205,201901,370000,168.0290645,16,2202,2004,1,3,0,268679,268679,311668,20040504,http://www.asr.pima.gov/ParcelData/Map/Arm/MP53/53031.PDF,0.38518,-110.9656046,31.8597322,www.tucsonaz.gov/pro/pdsd/parcel_search/304804280,http://gis.pima.gov/maps/detail.cfm?p=304804280,61736
638,2019,304804280,20190320206,201901,370000,168.0290645,16,2202,2004,1,3,0,268679,268679,311668,20040504,http://www.asr.pima.gov/ParcelData/Map/Arm/MP53/53031.PDF,0.38518,-110.9656046,31.8597322,www.tucsonaz.gov/pro/pdsd/parcel_search/304804280,http://gis.pima.gov/maps/detail.cfm?p=304804280,61736
642,2019,304802220,20191201016,201903,395000,182.0276498,118,2170,2006,1,2,0,257851,257851,299107,20070122,http://www.asr.pima.gov/ParcelData/Map/Arm/MP48/48086_02.PDF,0.32812801,-110.9674996,31.85580903,www.tucsonaz.gov/pro/pdsd/parcel_search/304802220,http://gis.pima.gov/maps/detail.cfm?p=304802220,85614
643,2019,304802120,20191050085,201902,505000,186.6223208,118,2706,2004,1,2,0,301987,301987,350305,20100520,http://www.asr.pima.gov/ParcelData/Map/Arm/MP48/48086_02.PDF,0.50989401,-110.9656607,31.8547529,www.tucsonaz.gov/pro/pdsd/parcel_search/304802120,http://gis.pima.gov/maps/detail.cfm?p=304802120,85614
644,2019,304801880,20190810714,201902,575000,192.6298157,20,2985,2000,1,2,450,391444,391444,454075,20100520,http://www.asr.pima.gov/ParcelData/Map/Arm/MP48/48086_01.PDF,1.11493003,-110.9607035,31.85389361,www.tucsonaz.gov/pro/pdsd/parcel_search/304801880,http://gis.pima.gov/maps/detail.cfm?p=304801880,85614
645,2019,30480167A,20191090729,201903,450000,175.6440281,17,2562,2005,1,3,450,322782,322782,374427,20061026,http://www.asr.pima.gov/ParcelData/Map/Arm/MP47/47045_04.PDF,0.55337799,-110.966841,31.85303299,www.tucsonaz.gov/pro/pdsd/parcel_search/30480167A,http://gis.pima.gov/maps/detail.cfm?p=30480167A,85614
646,2019,304801310,20191650332,201906,325000,144.4444444,14,2250,1998,1,2,450,273260,273260,316982,20001002,http://www.asr.pima.gov/ParcelData/Map/Arm/MP47/47045_04.PDF,0.380963,-110.9702096,31.85439017,www.tucsonaz.gov/pro/pdsd/parcel_search/304801310,http://gis.pima.gov/maps/detail.cfm?p=304801310,97239
647,2019,304800740,20191560587,201905,366000,166.3636364,16,2200,2005,1,4,0,275297,275297,319345,20050831,http://www.asr.pima.gov/ParcelData/Map/Arm/MP47/47045_01.PDF,0.485351,-110.9717403,31.85222306,www.tucsonaz.gov/pro/pdsd/parcel_search/304800740,http://gis.pima.gov/maps/detail.cfm?p=304800740,85614
648,2019,304800430,20191770209,201905,527400,168.7140115,16,3126,2000,1,3,0,408070,408070,473361,20100826,http://www.asr.pima.gov/ParcelData/Map/Arm/MP47/47045_03.PDF,0.84555298,-110.9654355,31.84951363,www.tucsonaz.gov/pro/pdsd/parcel_search/304800430,http://gis.pima.gov/maps/detail.cfm?p=304800430,85614
657,2019,304773340,20191830219,201905,219900,153.6687631,15,1431,2015,1,2,0,153021,153021,153021,20150728,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.115698,-111.0107341,31.87909717,www.tucsonaz.gov/pro/pdsd/parcel_search/304773340,http://gis.pima.gov/maps/detail.cfm?p=304773340,85614
658,2019,304773300,20190670758,201901,200000,139.7624039,13,1431,2010,1,2,0,144196,144196,144196,20160107,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037_02.PDF,0.13513599,-111.0107433,31.87956902,www.tucsonaz.gov/pro/pdsd/parcel_search/304773300,http://gis.pima.gov/maps/detail.cfm?p=304773300,85614
659,2019,304773290,20191420065,201904,198000,159.9353796,15,1238,2012,1,2,0,130505,130505,130505,20160107,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.152393,-111.0103512,31.87953333,www.tucsonaz.gov/pro/pdsd/parcel_search/304773290,http://gis.pima.gov/maps/detail.cfm?p=304773290,85614
660,2019,304773080,20190310629,201901,185000,149.4345719,14,1238,2015,1,2,0,135506,135506,135506,20150317,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.122355,-111.0094087,31.87876949,www.tucsonaz.gov/pro/pdsd/parcel_search/304773080,http://gis.pima.gov/maps/detail.cfm?p=304773080,85622
661,2019,304772790,20192240259,201907,194500,157.1082391,15,1238,2015,1,2,0,135506,135506,135506,20150217,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037_02.PDF,0.110024,-111.0087895,31.87930569,www.tucsonaz.gov/pro/pdsd/parcel_search/304772790,http://gis.pima.gov/maps/detail.cfm?p=304772790,85614
662,2019,304772750,20190850100,201901,236500,153.5714286,15,1540,2009,1,2,0,147738,147738,147738,20160107,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.157857,-111.0082108,31.87917713,www.tucsonaz.gov/pro/pdsd/parcel_search/304772750,http://gis.pima.gov/maps/detail.cfm?p=304772750,59601
663,2019,304772540,20191120091,201904,180000,145.3957997,14,1238,2011,1,2,0,129150,129150,129150,20160107,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.12747601,-111.0106916,31.87992521,www.tucsonaz.gov/pro/pdsd/parcel_search/304772540,http://gis.pima.gov/maps/detail.cfm?p=304772540,85614
664,2019,304772190,20191150061,201903,298500,169.5059625,16,1761,2007,1,2,0,194476,194476,202255,20070313,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.179157,-111.0058791,31.87869766,www.tucsonaz.gov/pro/pdsd/parcel_search/304772190,http://gis.pima.gov/maps/detail.cfm?p=304772190,59061
665,2019,304772030,20191710228,201905,370000,149.3139629,14,2478,2007,1,2,0,249742,249742,259732,20071106,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.21526401,-111.0086202,31.88051478,www.tucsonaz.gov/pro/pdsd/parcel_search/304772030,http://gis.pima.gov/maps/detail.cfm?p=304772030,85614
666,2019,304771960,20191620459,201905,253500,143.9522998,14,1761,2006,1,2,0,192919,192919,200636,20061025,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.179057,-111.0103887,31.88067387,www.tucsonaz.gov/pro/pdsd/parcel_search/304771960,http://gis.pima.gov/maps/detail.cfm?p=304771960,85614
667,2019,304771820,20190590533,201901,315000,137.735024,13,2287,2009,1,3,450,268501,268501,279241,20100827,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.17910001,-111.0083219,31.88079398,www.tucsonaz.gov/pro/pdsd/parcel_search/304771820,http://gis.pima.gov/maps/detail.cfm?p=304771820,85614
668,2019,304771470,20191000084,201902,300000,162.2498648,16,1849,2010,1,2,0,208992,208992,217352,20100326,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.179057,-111.0061267,31.88035334,www.tucsonaz.gov/pro/pdsd/parcel_search/304771470,http://gis.pima.gov/maps/detail.cfm?p=304771470,57648
669,2019,304771420,20191540253,201904,340000,124.5421245,12,2730,2009,1,2,450,302055,302055,314137,20150930,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.207349,-111.0070525,31.88089323,www.tucsonaz.gov/pro/pdsd/parcel_search/304771420,http://gis.pima.gov/maps/detail.cfm?p=304771420,85614
670,2019,304771140,20191980366,201906,223000,155.8350804,15,1431,2009,1,2,0,162740,162740,162740,20140422,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037_02.PDF,0.125339,-111.0112928,31.87987676,www.tucsonaz.gov/pro/pdsd/parcel_search/304771140,http://gis.pima.gov/maps/detail.cfm?p=304771140,85614
671,2019,304771020,20191010197,201902,387000,159.6534653,15,2424,2007,1,2,0,250794,250794,260826,20070313,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.23715299,-111.0107851,31.87847695,www.tucsonaz.gov/pro/pdsd/parcel_search/304771020,http://gis.pima.gov/maps/detail.cfm?p=304771020,85614
672,2019,304770990,20191750568,201905,315000,165.4411765,16,1904,2007,1,2,0,210713,210713,219142,20070313,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.18241,-111.0100884,31.87832966,www.tucsonaz.gov/pro/pdsd/parcel_search/304770990,http://gis.pima.gov/maps/detail.cfm?p=304770990,85614
673,2019,304770940,20191000428,201902,320000,168.0672269,16,1904,2007,1,2,0,210713,210713,219142,20081104,http://www.asr.pima.gov/ParcelData/Map/Arm/MP61/61037.PDF,0.179057,-111.009036,31.87810752,www.tucsonaz.gov/pro/pdsd/parcel_search/304770940,http://gis.pima.gov/maps/detail.cfm?p=304770940,98012
674,2019,304770490,20191230228,201901,290000,172.8247914,17,1678,2005,1,3,450,236121,236121,245566,20081103,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59054.PDF,0.17494699,-110.9989861,31.87796625,www.tucsonaz.gov/pro/pdsd/parcel_search/304770490,http://gis.pima.gov/maps/detail.cfm?p=304770490,85614
675,2019,304770370,20190430407,201902,278000,136.1410382,13,2042,2005,1,2,0,243463,243463,253202,20150604,http://www.asr.pima.gov/ParcelData/Map/Arm/MP59/59054.PDF,0.17159601,-110.9995052,31.87827126,www.tucsonaz.gov/pro/pdsd/parcel_search/304770370,http://gis.pima.gov/maps/detail.cfm?p=304770370,98125
676,2019,304769470,20190460193,201901,319172,160.3073832,16,1991,2018,1,2,0,274386,274386,285361,20180214,http://www.asr.pima.gov/ParcelData/Map/Arm/SQ2013/20133190076_01.PDF,0.194336,-111.0040254,31.88172772,www.tucsonaz.gov/pro/pdsd/parcel_search/304769470,http://gis.pima.gov/maps/detail.cfm?p=304769470,85614
677,2019,304769190,20190790092,201902,324500,162.9834254,16,1991,2013,1,2,0,235717,235717,245146,20161207,http://www.asr.pima.gov/ParcelData/Map/Arm/SQ2011/20112700142.PDF,0.20629901,-111.0043583,31.88056656,www.tucsonaz.gov/pro/pdsd/parcel_search/304769190,http://gis.pima.gov/maps/detail.cfm?p=304769190,85614
